id,time,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),sunrise (iso8601),sunset (iso8601),windspeed_10m_max (km/h),windgusts_10m_max (km/h),winddirection_10m_dominant (°),shortwave_radiation_sum (MJ/m²),city,snowfall,precipitation,rain_sum (mm),class
2176,2019-12-05 00:00:00,-7.9,-12.3,-14.9,-18.6,1970-01-01 07:00:00,1970-01-01 07:00:00,25.5,41.0,149.54285,0.0,K,,,0.0,Tidak Hujan
2177,2019-12-06 00:00:00,-11.2,-14.7,-16.3,-21.5,1970-01-01 07:00:00,1970-01-01 07:00:00,21.1,32.0,64.979416,0.0,K,,,0.0,Tidak Hujan
2178,2019-12-07 00:00:00,-10.6 drjt,-14.4,-17.4,-21.1,1970-01-01 07:00:00,1970-01-01 07:00:00,22.0,32.8,103.490395,0.0,K,,,0.0,Tidak Hujan
2179,2019-12-08 00:00:00,-10.6,-14.4,-17.5,-21.3,1970-01-01 07:00:00,1970-01-01 07:00:00,24.2,38.9,123.649155,0.0,K,,,0.0,Tidak Hujan
2180,2019-12-09 00:00:00,-14.1,-17.7,-19.6,-23.7,1970-01-01 07:00:00,1970-01-01 07:00:00,17.8,28.4,62.199596,0.0,K,,,0.0,Tidak Hujan
2181,2019-12-10 00:00:00,-16.6,-17.8,-21.9,-23.6,1970-01-01 07:00:00,1970-01-01 07:00:00,17.7,28.4,71.24387,0.0,K,,,0.0,Tidak Hujan
2182,2019-12-11 00:00:00,-16.2,-17.8,-23.0,-24.7,1970-01-01 07:00:00,1970-01-01 07:00:00,23.1,35.3,82.8801,0.0,K,,,0.0,Tidak Hujan
2183,2019-12-12 00:00:00,-14.0,-18.7,-20.4,-25.0,1970-01-01 07:00:00,1970-01-01 07:00:00,21.8,34.6,107.3157,0.0,K,,,0.0,Tidak Hujan
2184,2019-12-13 00:00:00,-11.4,-13.7,-20.0,-22.6,1970-01-01 07:00:00,1970-01-01 07:00:00,50.0,75.6,140.44196,0.0,K,,,0.0,Tidak Hujan
2185,2019-12-14 00:00:00,-11.3 derajat,-14.3,-18.5,-21.3,1970-01-01 07:00:00,1970-01-01 07:00:00,31.0,41.4,106.31575,0.0,K,,,0.0,Tidak Hujan
2186,2019-12-15 00:00:00,-9.9,-15.1,-17.2,-20.6,1970-01-01 07:00:00,1970-01-01 07:00:00,28.1,42.1,91.78133,0.0,K,,,0.0,Tidak Hujan
2187,2019-12-16 00:00:00,-14.2,-15.1,-19.7,-20.8,1970-01-01 07:00:00,1970-01-01 07:00:00,13.4,21.2,72.102264,0.0,K,,,0.0,Tidak Hujan
2188,2019-12-17 00:00:00,-14.6,-15.3,-20.0,-21.5,1970-01-01 07:00:00,1970-01-01 07:00:00,16.7,25.2,51.62846,0.0,K,,,0.0,Tidak Hujan
2189,2019-12-18 00:00:00,-11.6 drjt,-14.8,-17.0,-20.9,1970-01-01 07:00:00,1970-01-01 07:00:00,16.3,24.5,57.884666,0.0,K,,,0.0,Tidak Hujan
2190,2019-12-19 00:00:00,-10.9,-12.3,-16.9,-18.1,1970-01-01 07:00:00,1970-01-01 07:00:00,17.0,22.7,79.32824,0.0,K,,,0.0,Tidak Hujan
2191,2019-12-20 00:00:00,-9.6,-13.0,-16.4,-18.8,1970-01-01 07:00:00,1970-01-01 07:00:00,26.9,36.7,117.466736,0.0,K,,,0.0,Tidak Hujan
2192,2019-12-21 00:00:00,-11.9,-15.4,-16.9,-20.6,1970-01-01 07:00:00,1970-01-01 07:00:00,12.6,20.9,46.280586,0.0,K,,,0.0,Tidak Hujan
2193,2019-12-22 00:00:00,-13.2,-16.8,-17.5,-22.0,1970-01-01 07:00:00,1970-01-01 07:00:00,10.6,16.9,9.196691,0.0,K,,,0.0,Tidak Hujan
2194,2019-12-23 00:00:00,-13.3,-16.7,-17.4,-21.8,1970-01-01 07:00:00,1970-01-01 07:00:00,7.7,14.0,81.83158,0.0,K,,,0.0,Tidak Hujan
2195,2019-12-24 00:00:00,-16.0,-18.5,-21.0,-24.5,1970-01-01 07:00:00,1970-01-01 07:00:00,15.9,21.2,70.59056,0.0,K,,,0.0,Tidak Hujan
2196,2019-12-25 00:00:00,-15.0,-17.7,-20.3,-23.7,1970-01-01 07:00:00,1970-01-01 07:00:00,15.6,22.3,96.01861,0.0,K,,,0.0,Tidak Hujan
2197,2019-12-26 00:00:00,-14.4,-17.3,-19.6,-23.0,1970-01-01 07:00:00,1970-01-01 07:00:00,12.7,16.9,75.1285,0.0,K,,,0.0,Tidak Hujan
2198,2019-12-27 00:00:00,-18.3,-20.1,-24.2,-26.4,1970-01-01 07:00:00,1970-01-01 07:00:00,16.6,22.0,49.6038,0.0,K,,,0.0,Tidak Hujan
2199,2019-12-28 00:00:00,-16.7,-20.2,-21.8,-26.5,1970-01-01 07:00:00,1970-01-01 07:00:00,15.9,22.0,73.113106,0.0,K,,,0.0,Tidak Hujan
2200,2019-12-29 00:00:00,-12.4 drjt,-17.7,-18.1,-23.0,1970-01-01 07:00:00,1970-01-01 07:00:00,16.8,21.6,116.87488,0.0,K,,,0.0,Tidak Hujan
2201,2019-12-30 00:00:00,-9.6,-13.0,-16.0,-19.3,1970-01-01 07:00:00,1970-01-01 07:00:00,27.6,40.3,166.84131,0.0,K,,,0.0,Tidak Hujan
2202,2019-12-31 00:00:00,-12.0,-25.6,-18.5,-31.5,1970-01-01 07:00:00,1970-01-01 07:00:00,32.4,48.6,301.74008,0.0,K,,,0.1,Tidak Hujan
2203,2020-01-01 00:00:00,-22.5,-25.0,-27.0,-30.2,1970-01-01 07:00:00,1970-01-01 07:00:00,8.2,18.7,254.62999,0.0,K,,,0.0,Tidak Hujan
2204,2020-01-02 00:00:00,-24.4 derajat,-28.4,-30.3,-33.7,1970-01-01 07:00:00,1970-01-01 07:00:00,13.0,26.6,44.999844,0.0,K,,,0.0,Tidak Hujan
2205,2020-01-03 00:00:00,-15.9,-24.0,-23.7,-30.1,1970-01-01 07:00:00,1970-01-01 07:00:00,33.1,47.2,140.83838,0.0,K,,,0.0,Tidak Hujan
2206,2020-01-04 00:00:00,-20.9,-31.6,-25.6,-37.8,1970-01-01 07:00:00,1970-01-01 07:00:00,20.9,32.4,317.8048,0.0,K,,,0.0,Tidak Hujan
2207,2020-01-05 00:00:00,-30.8,-32.2,-36.6,-39.2,1970-01-01 07:00:00,1970-01-01 07:00:00,19.9,26.6,333.4578,0.0,K,,,0.0,Tidak Hujan
2208,2020-01-06 00:00:00,-20.0 derajat celcius,-31.4,-28.5,-38.2,1970-01-01 07:00:00,1970-01-01 07:00:00,45.5,59.0,8.587082,0.0,K,,,0.0,Tidak Hujan
2209,2020-01-07 00:00:00,-20.3,-25.6,-27.7,-30.6,1970-01-01 07:00:00,1970-01-01 07:00:00,38.2,55.1,170.66779,0.0,K,,,0.0,Tidak Hujan
2210,2020-01-08 00:00:00,-23.5,-28.0,-28.5,-33.8,1970-01-01 07:00:00,1970-01-01 07:00:00,14.4,21.6,109.833824,0.0,K,,,0.0,Tidak Hujan
2211,2020-01-09 00:00:00,-21.1 drjt,-26.1,-25.4,-32.6,1970-01-01 07:00:00,1970-01-01 07:00:00,16.6,22.0,66.83929,0.0,K,,,0.0,Tidak Hujan
2212,2020-01-10 00:00:00,-14.9,-25.4,-21.6,-31.6,1970-01-01 07:00:00,1970-01-01 07:00:00,26.3,32.4,71.40883,0.0,K,,,0.0,Tidak Hujan
2213,2020-01-11 00:00:00,-12.1,-18.4,-22.9,-24.6,1970-01-01 07:00:00,1970-01-01 07:00:00,49.3,73.1,102.55764,0.0,K,,,0.0,Tidak Hujan
2214,2020-01-12 00:00:00,-15.6,-19.7,-19.8,-24.8,1970-01-01 07:00:00,1970-01-01 07:00:00,13.7,22.0,101.48896,0.0,K,,,0.0,Tidak Hujan
2215,2020-01-13 00:00:00,-14.8,-21.6,-20.7,-27.5,1970-01-01 07:00:00,1970-01-01 07:00:00,14.3,18.7,21.029978,0.0,K,,,0.0,Tidak Hujan
2216,2020-01-14 00:00:00,-14.3,-18.8,-21.0,-25.4,1970-01-01 07:00:00,1970-01-01 07:00:00,22.4,31.7,128.49332,0.0,K,,,0.0,Tidak Hujan
2217,2020-01-15 00:00:00,-19.3,-22.6,-24.7,-28.0,1970-01-01 07:00:00,1970-01-01 07:00:00,12.6,16.2,66.1639,0.0,K,,,0.0,Tidak Hujan
2218,2020-01-16 00:00:00,-19.3,-21.9,-25.0,-28.0,1970-01-01 07:00:00,1970-01-01 07:00:00,18.1,20.9,101.951,0.0,K,,,0.0,Tidak Hujan
2219,2020-01-17 00:00:00,-19.7,-21.4,-24.7,-26.7,1970-01-01 07:00:00,1970-01-01 07:00:00,10.8,15.5,71.9101,0.0,K,,,0.0,Tidak Hujan
2220,2020-01-18 00:00:00,-19.6,-22.0,-24.8,-26.8,1970-01-01 07:00:00,1970-01-01 07:00:00,9.7,11.2,67.79646,0.0,K,,,0.0,Tidak Hujan
2221,2020-01-19 00:00:00,-20.0,-24.2,-25.1,-30.6,1970-01-01 07:00:00,1970-01-01 07:00:00,19.4,27.7,86.144424,0.0,K,,,0.0,Tidak Hujan
2222,2020-01-20 00:00:00,-19.8 drjt,-23.3,-24.7,-30.5,1970-01-01 07:00:00,1970-01-01 07:00:00,22.6,32.8,122.82853,0.0,K,,,0.0,Tidak Hujan
2223,2020-01-21 00:00:00,-14.4 derajat,-21.2,-22.0,-28.0,1970-01-01 07:00:00,1970-01-01 07:00:00,27.7,38.2,89.46168,0.0,K,,,0.0,Tidak Hujan
2224,2020-01-22 00:00:00,-13.8,-18.1,-21.1,-23.1,1970-01-01 07:00:00,1970-01-01 07:00:00,29.4,40.7,106.87405,0.0,K,,,0.0,Tidak Hujan
2225,2020-01-23 00:00:00,-17.9,-21.0,-22.8,-27.0,1970-01-01 07:00:00,1970-01-01 07:00:00,14.0,18.0,159.76784,0.0,K,,,0.0,Tidak Hujan
2226,2020-01-24 00:00:00,-13.5,-22.4,-22.0,-28.8,1970-01-01 07:00:00,1970-01-01 07:00:00,40.5,56.2,103.8574,0.0,K,,,0.0,Tidak Hujan
2227,2020-01-25 00:00:00,-16.1,-20.5,-22.5,-26.4,1970-01-01 07:00:00,1970-01-01 07:00:00,23.7,36.7,152.14653,0.0,K,,,0.0,Tidak Hujan
2228,2020-01-26 00:00:00,-19.4,-22.5,-24.0,-26.8,1970-01-01 07:00:00,1970-01-01 07:00:00,8.0,13.0,332.66193,0.0,K,,,0.0,Tidak Hujan
2229,2020-01-27 00:00:00,-20.3,-23.5,-24.4,-29.2,1970-01-01 07:00:00,1970-01-01 07:00:00,12.1,16.9,151.57614,0.0,K,,,0.0,Tidak Hujan
2230,2020-01-28 00:00:00,-20.3,-24.9,-24.4,-29.6,1970-01-01 07:00:00,1970-01-01 07:00:00,7.8,13.0,159.44385,0.0,K,,,0.0,Tidak Hujan
2231,2020-01-29 00:00:00,-22.4,-24.4,-26.4,-28.8,1970-01-01 07:00:00,1970-01-01 07:00:00,4.6,8.3,209.42734,0.0,K,,,0.0,Tidak Hujan
2232,2020-01-30 00:00:00,-20.6,-24.6,-25.4,-29.0,1970-01-01 07:00:00,1970-01-01 07:00:00,6.1,9.7,354.92047,0.0,K,,,0.0,Tidak Hujan
2233,2020-01-31 00:00:00,-20.5 drjt,-22.1,-25.2,-26.7,1970-01-01 07:00:00,1970-01-01 07:00:00,9.0,11.9,329.15552,0.0,K,,,0.0,Tidak Hujan
2234,2020-02-01 00:00:00,-22.1,-25.6,-26.6,-30.2,1970-01-01 07:00:00,1970-01-01 07:00:00,6.2,11.9,287.27603,0.0,K,,,0.0,Tidak Hujan
2235,2020-02-02 00:00:00,-25.1,-26.7,-29.8,-31.6,1970-01-01 07:00:00,1970-01-01 07:00:00,7.7,12.2,350.61716,0.0,K,,,0.0,Tidak Hujan
2236,2020-02-03 00:00:00,-25.3,-26.3,-30.2,-31.3,1970-01-01 07:00:00,1970-01-01 07:00:00,9.8,9.7,43.663094,0.0,K,,,0.0,Tidak Hujan
2237,2020-02-04 00:00:00,-26.2,-27.3,-31.3,-33.6,1970-01-01 07:00:00,1970-01-01 07:00:00,15.5,19.1,43.697014,0.0,K,,,0.0,Tidak Hujan
2238,2020-02-05 00:00:00,-22.5,-26.1,-28.3,-32.3,2020-02-05 22:16:56,2020-02-05 23:48:44,15.8,21.2,29.84118,0.0,K,,,0.0,Tidak Hujan
2239,2020-02-06 00:00:00,-21.4,-23.0,-26.2,-28.6,2020-02-06 21:57:18,2020-02-07 00:08:30,11.9,17.6,352.7289,0.0,K,,,0.0,Tidak Hujan
2240,2020-02-07 00:00:00,-23.9,-28.4,-29.1,-33.6,2020-02-07 21:42:02,2020-02-08 00:23:54,15.6,23.0,157.95409,0.0,K,,,0.0,Tidak Hujan
2241,2020-02-08 00:00:00,-26.4,-28.3,-32.1,-35.1,2020-02-08 21:28:56,2020-02-09 00:37:04,18.6,25.9,328.28168,0.0,K,,,0.0,Tidak Hujan
2242,2020-02-09 00:00:00,-22.5 derajat,-27.4,-27.0,-33.5,2020-02-09 21:17:14,2020-02-10 00:48:50,15.9,23.0,255.20312,0.01,K,,,0.0,Tidak Hujan
2243,2020-02-10 00:00:00,-20.2,-24.7,-24.7,-30.3,2020-02-10 21:06:29,2020-02-11 00:59:37,15.5,22.7,133.15808,0.04,K,,,0.0,Tidak Hujan
2244,2020-02-11 00:00:00,-19.4 drjt,-23.5,-24.4,-29.4,2020-02-11 20:56:28,2020-02-12 01:09:39,15.5,23.0,61.303802,0.07,K,,,0.0,Tidak Hujan
2245,2020-02-12 00:00:00,-20.5,-23.0,-25.6,-28.9,2020-02-12 20:47:00,2020-02-13 01:19:05,13.8,14.8,21.885841,0.1,K,,,0.0,Tidak Hujan
2246,2020-02-13 00:00:00,-20.6,-23.0,-25.3,-29.2,2020-02-13 20:38:00,2020-02-14 01:28:03,14.9,17.3,54.277016,0.15,K,,,0.0,Tidak Hujan
2247,2020-02-14 00:00:00,-16.3,-22.9,-22.6,-29.4,2020-02-14 20:29:23,2020-02-15 01:36:36,20.5,25.6,70.34608,0.21,K,,,0.0,Tidak Hujan
2248,2020-02-15 00:00:00,-10.3,-15.8,-20.0,-22.2,2020-02-15 20:21:06,2020-02-16 01:44:48,43.8,64.1,101.65686,0.24,K,,,0.0,Tidak Hujan
2249,2020-02-16 00:00:00,-13.1,-16.7,-18.7,-22.0,2020-02-16 20:13:05,2020-02-17 01:52:43,17.2,24.1,104.2287,0.31,K,,,0.0,Tidak Hujan
2250,2020-02-17 00:00:00,-16.4,-19.3,-21.4,-24.1,2020-02-17 20:05:19,2020-02-18 02:00:21,10.8,13.7,108.91649,0.35,K,,,0.0,Tidak Hujan
2251,2020-02-18 00:00:00,-17.1,-21.0,-21.6,-26.3,2020-02-18 19:57:46,2020-02-19 02:07:45,13.0,18.0,92.58573,0.38,K,,,0.0,Tidak Hujan
2252,2020-02-19 00:00:00,-18.2,-21.2,-22.8,-26.4,2020-02-19 19:50:26,2020-02-20 02:14:56,12.7,16.6,29.818438,0.52,K,,,0.0,Tidak Hujan
2253,2020-02-20 00:00:00,-19.6,-22.3,-24.5,-27.5,2020-02-20 19:43:16,2020-02-21 02:21:55,8.1,13.0,87.00693,0.58,K,,,0.0,Tidak Hujan
2254,2020-02-21 00:00:00,-20.3,-25.1,-24.9,-30.7,2020-02-21 19:36:16,2020-02-22 02:28:43,11.4,15.1,130.24435,0.68,K,,,0.0,Tidak Hujan
2255,2020-02-22 00:00:00,-23.3 drjt,-25.7,-28.3,-30.6,2020-02-22 19:29:25,2020-02-23 02:35:21,10.5,15.5,134.57567,0.72,K,,,0.0,Tidak Hujan
2256,2020-02-23 00:00:00,-22.7,-25.8,-27.7,-31.2,2020-02-23 19:22:42,2020-02-24 02:41:51,10.8,18.4,122.238884,0.97,K,,,0.0,Tidak Hujan
2257,2020-02-24 00:00:00,-22.6,-25.5,-27.5,-30.6,2020-02-24 19:16:02,2020-02-25 02:48:15,9.0,10.4,87.160034,1.13,K,,,0.0,Tidak Hujan
2258,2020-02-25 00:00:00,-22.5,-25.0,-27.2,-30.6,2020-02-25 19:09:24,2020-02-26 02:54:35,11.6,11.5,76.47411,1.3,K,,,0.0,Tidak Hujan
2259,2020-02-26 00:00:00,-24.3,-27.1,-29.8,-32.8,2020-02-26 19:02:49,2020-02-27 03:00:51,12.9,14.8,62.58959,1.48,K,,,0.0,Tidak Hujan
2260,2020-02-27 00:00:00,-25.2,-27.1,-29.8,-32.5,2020-02-27 18:56:17,2020-02-28 03:07:03,10.0,9.7,108.094,1.37,K,,,0.0,Tidak Hujan
2261,2020-02-28 00:00:00,-25.2 derajat,-26.3,-29.7,-31.1,2020-02-28 18:49:47,2020-02-29 03:13:10,4.9,7.9,60.883938,1.45,K,,,0.0,Tidak Hujan
2262,2020-02-29 00:00:00,-26.2,-28.9,-30.9,-34.6,2020-02-29 18:43:20,2020-03-01 03:19:14,11.0,11.9,50.98697,1.91,K,,,0.0,Tidak Hujan
2263,2020-03-01 00:00:00,-28.0,-31.2,-33.1,-36.6,2020-03-01 18:36:55,2020-03-02 03:25:15,9.9,10.8,69.10992,2.19,K,,,0.0,Tidak Hujan
2264,2020-03-02 00:00:00,-29.6,-31.8,-34.5,-36.9,2020-03-02 18:30:32,2020-03-03 03:31:12,8.6,10.8,89.25205,2.42,K,,,0.0,Tidak Hujan
2265,2020-03-03 00:00:00,-28.5,-31.9,-33.3,-37.6,2020-03-03 18:24:12,2020-03-04 03:37:06,12.0,14.0,79.46089,2.62,K,,,0.0,Tidak Hujan
2266,2020-03-04 00:00:00,-23.8 drjt,-28.6,-28.4,-33.3,2020-03-04 18:17:54,2020-03-05 03:42:56,9.8,9.7,53.42686,2.33,K,,,0.0,Tidak Hujan
2267,2020-03-05 00:00:00,-22.1,-23.8,-26.8,-28.6,2020-03-05 18:11:38,2020-03-06 03:48:44,5.6,8.6,23.706947,2.14,K,,,0.0,Tidak Hujan
2268,2020-03-06 00:00:00,-22.1,-26.3,-26.7,-30.8,2020-03-06 18:05:24,2020-03-07 03:54:28,6.6,11.2,349.5152,2.77,K,,,0.0,Tidak Hujan
2269,2020-03-07 00:00:00,-26.0,-28.4,-30.6,-33.1,2020-03-07 17:59:13,2020-03-08 04:00:10,5.5,8.6,25.559937,3.07,K,,,0.0,Tidak Hujan
2270,2020-03-08 00:00:00,-23.3,-28.7,-28.2,-34.2,2020-03-08 17:53:04,2020-03-09 04:05:49,12.0,17.6,130.35974,2.57,K,,,0.0,Tidak Hujan
2271,2020-03-09 00:00:00,-22.2,-26.8,-27.3,-31.3,2020-03-09 17:46:57,2020-03-10 04:11:25,13.4,18.7,342.0971,3.16,K,,,0.0,Tidak Hujan
2272,2020-03-10 00:00:00,-26.7,-29.8,-31.0,-34.3,2020-03-10 17:40:53,2020-03-11 04:16:59,6.8,9.7,42.878906,4.14,K,,,0.0,Tidak Hujan
2273,2020-03-11 00:00:00,-26.7,-30.5,-31.3,-36.2,2020-03-11 17:34:51,2020-03-12 04:22:30,11.0,13.7,29.291256,4.36,K,,,0.0,Tidak Hujan
2274,2020-03-12 00:00:00,-25.5,-27.1,-29.7,-31.7,2020-03-12 17:28:52,2020-03-13 04:27:59,3.8,7.2,51.106087,4.0,K,,,0.0,Tidak Hujan
2275,2020-03-13 00:00:00,-24.0,-26.2,-28.4,-30.5,2020-03-13 17:22:55,2020-03-14 04:33:25,3.8,7.2,29.331732,3.7,K,,,0.0,Tidak Hujan
2276,2020-03-14 00:00:00,-23.1,-24.9,-27.8,-30.1,2020-03-14 17:16:59,2020-03-15 04:38:50,8.4,8.6,38.953106,4.17,K,,,0.0,Tidak Hujan
2277,2020-03-15 00:00:00,-21.8 drjt,-29.4,-28.2,-35.9,2020-03-15 17:11:03,2020-03-16 04:44:14,25.7,28.8,61.368896,4.89,K,,,0.0,Tidak Hujan
2278,2020-03-16 00:00:00,-16.4,-23.3,-26.1,-29.8,2020-03-16 17:05:04,2020-03-17 04:49:40,56.6,82.8,104.86477,5.71,K,,,0.0,Tidak Hujan
2279,2020-03-17 00:00:00,-21.9,-24.3,-26.9,-29.8,2020-03-17 16:59:05,2020-03-18 04:55:06,10.4,13.0,50.91987,5.4,K,,,0.0,Tidak Hujan
2280,2020-03-18 00:00:00,-20.6 derajat,-24.8,-26.9,-31.4,2020-03-18 16:53:03,2020-03-19 05:00:32,18.4,24.5,68.620094,5.82,K,,,0.0,Tidak Hujan
2281,2020-03-19 00:00:00,-19.6,-22.4,-25.6,-29.5,2020-03-19 16:47:01,2020-03-20 05:05:59,21.6,28.4,56.99371,6.58,K,,,0.0,Tidak Hujan
2282,2020-03-20 00:00:00,-19.2,-23.1,-23.8,-28.0,2020-03-20 16:40:57,2020-03-21 05:11:27,12.6,17.3,40.75671,6.86,K,,,0.0,Tidak Hujan
2283,2020-03-21 00:00:00,-17.4,-22.4,-22.2,-27.9,2020-03-21 16:34:52,2020-03-22 05:16:56,11.7,15.8,132.09663,6.08,K,,,0.0,Tidak Hujan
2284,2020-03-22 00:00:00,-17.2,-21.4,-21.6,-27.9,2020-03-22 16:28:45,2020-03-23 05:22:25,17.0,22.0,59.0679,7.01,K,,,0.0,Tidak Hujan
2285,2020-03-23 00:00:00,-17.5,-21.3,-22.2,-27.8,2020-03-23 16:22:38,2020-03-24 05:27:56,18.1,26.3,98.85916,7.81,K,,,0.0,Tidak Hujan
2286,2020-03-24 00:00:00,-16.1,-20.1,-22.4,-27.0,2020-03-24 16:16:29,2020-03-25 05:33:27,20.6,28.8,119.273186,7.95,K,,,0.0,Tidak Hujan
2287,2020-03-25 00:00:00,-11.3,-17.3,-16.9,-24.3,2020-03-25 16:10:19,2020-03-26 05:38:59,22.1,29.5,93.168816,6.98,K,,,0.0,Tidak Hujan
2288,2020-03-26 00:00:00,-10.5 drjt,-18.9,-17.0,-26.4,2020-03-26 16:04:09,2020-03-27 05:44:33,29.5,42.1,162.63858,6.02,K,,,0.0,Tidak Hujan
2289,2020-03-27 00:00:00,-13.3,-18.4,-20.3,-26.7,2020-03-27 15:57:57,2020-03-28 05:50:07,30.8,45.7,117.67061,7.53,K,,,0.0,Tidak Hujan
2290,2020-03-28 00:00:00,-8.0,-13.0,-14.4,-20.8,2020-03-28 15:51:45,2020-03-29 05:55:43,47.5,67.3,136.16243,6.87,K,,,0.0,Tidak Hujan
2291,2020-03-29 00:00:00,-10.4,-13.8,-15.7,-19.9,2020-03-29 15:45:31,2020-03-30 06:01:20,32.9,50.0,110.01289,5.91,K,,,0.0,Tidak Hujan
2292,2020-03-30 00:00:00,-12.2,-18.0,-16.4,-23.4,2020-03-30 15:39:17,2020-03-31 06:06:58,12.5,16.6,3.8294184,8.57,K,,,0.0,Tidak Hujan
2293,2020-03-31 00:00:00,-8.7,-13.7,-14.7,-22.5,2020-03-31 15:33:02,2020-04-01 06:12:38,40.8,60.5,138.72734,7.94,K,,,0.0,Tidak Hujan
2294,2020-04-01 00:00:00,-14.0,-20.3,-22.1,-26.2,2020-04-01 15:26:47,2020-04-02 06:18:19,34.1,49.0,142.48181,8.88,K,,,0.0,Tidak Hujan
2295,2020-04-02 00:00:00,-17.5,-20.7,-22.6,-26.4,2020-04-02 15:20:30,2020-04-03 06:24:02,14.6,19.8,0.32740316,10.57,K,,,0.0,Tidak Hujan
2296,2020-04-03 00:00:00,-12.4,-21.7,-21.5,-27.1,2020-04-03 15:14:13,2020-04-04 06:29:47,35.9,52.2,28.932535,10.68,K,,,0.0,Tidak Hujan
2297,2020-04-04 00:00:00,-10.1,-15.2,-18.7,-22.0,2020-04-04 15:07:50,2020-04-05 06:35:37,35.6,52.2,79.31331,11.83,K,,,0.0,Tidak Hujan
2298,2020-04-05 00:00:00,-7.8,-11.7,-14.2,-20.8,2020-04-05 15:01:22,2020-04-06 06:41:32,38.6,50.4,91.96797,10.23,K,,,0.0,Tidak Hujan
2299,2020-04-06 00:00:00,-7.7 drjt,-12.8,-13.8,-19.1,2020-04-06 14:54:48,2020-04-07 06:47:32,18.0,23.0,63.2727,10.56,K,,,0.0,Tidak Hujan
2300,2020-04-07 00:00:00,-7.7,-11.1,-13.6,-18.3,2020-04-07 14:48:09,2020-04-08 06:53:38,25.4,36.7,71.35489,12.97,K,,,0.0,Tidak Hujan
2301,2020-04-08 00:00:00,-7.6,-10.2,-13.3,-16.4,2020-04-08 14:41:24,2020-04-09 06:59:50,19.9,27.0,113.926994,12.52,K,,,0.0,Tidak Hujan
2302,2020-04-09 00:00:00,-7.4,-11.9,-12.0,-17.5,2020-04-09 14:34:32,2020-04-10 07:06:09,15.4,20.2,100.63314,12.32,K,,,0.0,Tidak Hujan
2303,2020-04-10 00:00:00,-7.6,-11.6,-12.2,-17.0,2020-04-10 14:27:34,2020-04-11 07:12:34,11.7,15.1,28.727793,12.62,K,,,0.0,Tidak Hujan
2304,2020-04-11 00:00:00,-5.8,-14.8,-12.1,-21.2,2020-04-11 14:20:29,2020-04-12 07:19:08,19.8,27.0,48.711914,14.18,K,,,0.0,Tidak Hujan
2305,2020-04-12 00:00:00,-0.5,-5.9,-5.3,-12.1,2020-04-12 14:13:16,2020-04-13 07:25:49,28.2,38.2,98.45315,12.78,K,,,0.0,Tidak Hujan
2306,2020-04-13 00:00:00,0.0,-3.4,-4.4,-8.9,2020-04-13 14:05:54,2020-04-14 07:32:39,32.9,47.5,150.73077,7.64,K,,,0.0,Tidak Hujan
2307,2020-04-14 00:00:00,-0.8,-4.4,-6.9,-12.6,2020-04-14 13:58:24,2020-04-15 07:39:39,36.2,55.4,153.16429,8.61,K,,,0.0,Tidak Hujan
2308,2020-04-15 00:00:00,-4.4,-7.9,-10.3,-12.6,2020-04-15 13:50:43,2020-04-16 07:46:50,34.4,51.8,138.7931,12.35,K,,,0.0,Tidak Hujan
2309,2020-04-16 00:00:00,-4.3,-10.5,-8.7,-15.2,2020-04-16 13:42:52,2020-04-17 07:54:12,16.6,20.9,74.97057,14.09,K,,,0.0,Tidak Hujan
2310,2020-04-17 00:00:00,-3.0 drjt,-8.7,-8.5,-14.5,2020-04-17 13:34:48,2020-04-18 08:01:48,26.1,32.0,94.69318,14.09,K,,,0.0,Tidak Hujan
2311,2020-04-18 00:00:00,-3.4,-9.7,-9.1,-15.5,2020-04-18 13:26:30,2020-04-19 08:09:39,31.8,46.1,125.500885,13.19,K,,,0.0,Tidak Hujan
2312,2020-04-19 00:00:00,-4.3,-8.8,-10.9,-14.4,2020-04-19 13:17:55,2020-04-20 08:17:48,34.6,53.3,139.54225,13.35,K,,,0.0,Tidak Hujan
2313,2020-04-20 00:00:00,-3.6,-9.2,-9.7,-20.5,2020-04-20 13:09:02,2020-04-21 08:26:16,63.1,92.9,146.80023,10.95,K,,,0.0,Tidak Hujan
2314,2020-04-21 00:00:00,-1.6,-5.7,-5.8,-10.1,2020-04-21 12:59:46,2020-04-22 08:35:08,33.8,48.6,123.82255,10.14,K,,,0.0,Tidak Hujan
2315,2020-04-22 00:00:00,-0.2,-4.9,-4.4,-9.8,2020-04-22 12:50:04,2020-04-23 08:44:29,12.5,15.8,29.814093,14.37,K,,,0.0,Tidak Hujan
2316,2020-04-23 00:00:00,1.8,-1.4,-2.7,-7.4,2020-04-23 12:39:45,2020-04-24 08:54:27,22.6,30.6,107.37861,14.77,K,,,0.0,Tidak Hujan
2317,2020-04-24 00:00:00,1.5,-5.6,-2.9,-10.4,2020-04-24 12:28:34,2020-04-25 09:05:18,13.6,21.6,37.208004,14.87,K,,,0.0,Tidak Hujan
2318,2020-04-25 00:00:00,3.9 derajat,-0.5,-1.0,-6.5,2020-04-25 12:16:12,2020-04-26 09:17:20,20.9,28.8,112.249115,18.53,K,,,0.0,Tidak Hujan
